Brand,Model_SubModel,Year,GearType,Price
AUDI,"A6 2.0 Turbo FSI
(WAUZZZ8E)",2012,AUTO,"720,000"
AUDI,"A6 2.0 Turbo FSI
(WAUZZZ8E)",2013,AUTO,"750,000"
AUDI,"A6 2.0 Turbo FSI
(WAUZZZ8E)",2014,AUTO,"780,000"
AUDI,"A6 2.0 Turbo FSI
(WAUZZZ8E)",2015,AUTO,"810,000"
AUDI,"A6 2.0 Turbo FSI Avant
(WAUZZZ8KX8N)",2009,AUTO,"670,000"
AUDI,"A6 2.0 Turbo FSI Avant
(WAUZZZ8KX8N)",2010,AUTO,"700,000"
AUDI,"A6 2.0 Turbo FSI Avant
(WAUZZZ8KX8N)",2011,AUTO,"730,000"
AUDI,"A6 2.0 Turbo FSI Avant
(WAUZZZ8KX8N)",2012,AUTO,"760,000"
AUDI,"A6 2.0 Turbo FSI Avant
(WAUZZZ8KX8N)",2013,AUTO,"790,000"
AUDI,"A6 2.0 Turbo FSI Avant
(WAUZZZ8KX8N)",2014,AUTO,"820,000"
AUDI,"A6 2.0 Turbo FSI Avant
(WAUZZZ8KX8N)",2015,AUTO,"850,000"
AUDI,A6 1.8 TFSI,2016,AUTO,"1,600,000"
AUDI,A6 1.8 TFSI,2017,AUTO,"1,700,000"
AUDI,A6 2.0 TDI,2016,AUTO,"1,700,000"
AUDI,A6 2.0 TDI,2017,AUTO,"1,800,000"
AUDI,A6 1.8 35 TFSI S line (MY17),2017,AUTO,"1,600,000"
AUDI,A6 1.8 35 TFSI S line (MY17),2018,AUTO,"1,700,000"
AUDI,A6 1.8 35 TFSI S line (MY17),2019,AUTO,"1,800,000"
AUDI,A6 3.0 55 TFSI Avant Quattro S line (MY18),2018,AUTO,"3,150,000"
AUDI,A6 3.0 55 TFSI Avant Quattro S line (MY18),2019,AUTO,"3,350,000"
AUDI,A6 3.0 55 TFSI Avant Quattro S line (MY18),2020,AUTO,"3,550,000"
AUDI,A6 3.0 55 TFSI Avant Quattro S line (MY18),2021,AUTO,"3,750,000"
AUDI,A6 2.0 45 TFSI Avant Quattro S-line Black Edition (CBU) (MY19),2019,AUTO,"2,950,000"
AUDI,A6 2.0 45 TFSI Avant Quattro S-line Black Edition (CBU) (MY19),2020,AUTO,"3,100,000"
AUDI,A6 2.0 45 TFSI Avant Quattro S-line Black Edition (CBU) (MY19),2021,AUTO,"3,250,000"
AUDI,A6 2.0 45 TFSI Avant Quattro S-line Black Edition (CBU) (MY19),2022,AUTO,"3,400,000"
AUDI,A6 2.0 40 TFSI S line (CBU) (MY20),2020,AUTO,"2,400,000"
AUDI,A6 2.0 40 TFSI S line (CBU) (MY20),2021,AUTO,"2,500,000"
AUDI,A6 2.0 40 TFSI S line (CBU) (MY20),2022,AUTO,"2,600,000"
AUDI,A6 2.0 40 TFSI Avant S line (CBU) (MY20),2020,AUTO,"2,400,000"
AUDI,A6 2.0 40 TFSI Avant S line (CBU) (MY20),2021,AUTO,"2,500,000"
AUDI,A6 2.0 40 TFSI Avant S line (CBU) (MY20),2022,AUTO,"2,600,000"
AUDI,A7 3.0 55 TFSI Quattro S line Sportback (MY17),2018,AUTO,"3,500,000"
AUDI,A7 3.0 55 TFSI Quattro S line Sportback (MY17),2019,AUTO,"3,700,000"
AUDI,A7 3.0 55 TFSI Quattro S line Sportback (MY17),2020,AUTO,"3,900,000"
AUDI,A7 3.0 55 TFSI Quattro S line Sportback (MY17),2021,AUTO,"4,100,000"
AUDI,A7 3.0 55 TFSI Quattro S line Sportback (MY17),2022,AUTO,"4,300,000"
AUDI,A7 2.0 45 TFSI Quattro Sportback (CBU),2019,AUTO,"3,000,000"
AUDI,A7 2.0 45 TFSI Quattro Sportback (CBU),2020,AUTO,"3,200,000"
AUDI,A7 2.0 45 TFSI Quattro Sportback (CBU),2021,AUTO,"3,400,000"
AUDI,A7 2.0 45 TFSI Quattro Sportback (CBU),2022,AUTO,"3,600,000"
AUDI,A8 L 3.0 55 TFSI Quattro Hybrid Premium (MY18),2018,AUTO,"4,400,000"
AUDI,A8 L 3.0 55 TFSI Quattro Hybrid Premium (MY18),2019,AUTO,"4,600,000"
AUDI,A8 L 3.0 55 TFSI Quattro Hybrid Premium (MY18),2020,AUTO,"4,800,000"
AUDI,A8 L 3.0 55 TFSI Quattro Hybrid Premium (MY18),2021,AUTO,"5,000,000"
AUDI,A8 L 3.0 55 TFSI Quattro Hybrid Premium (MY18),2022,AUTO,"5,200,000"
AUDI,A8 L 3.0 55 TFSI Quattro Hybrid Prestige (MY18),2018,AUTO,"4,900,000"
AUDI,A8 L 3.0 55 TFSI Quattro Hybrid Prestige (MY18),2019,AUTO,"5,200,000"
AUDI,A8 L 3.0 55 TFSI Quattro Hybrid Prestige (MY18),2020,AUTO,"5,500,000"
AUDI,A8 L 3.0 55 TFSI Quattro Hybrid Prestige (MY18),2021,AUTO,"5,800,000"
AUDI,A8 L 3.0 55 TFSI Quattro Hybrid Prestige (MY18),2022,AUTO,"6,100,000"
AUDI,"TT 2.0 Coupe
(TRUZZZ8)",2009,AUTO,"1,150,000"
AUDI,"TT 2.0 Coupe
(TRUZZZ8)",2010,AUTO,"1,200,000"
AUDI,"TT 2.0 Coupe
(TRUZZZ8)",2011,AUTO,"1,250,000"
AUDI,"TT 2.0 Coupe
(TRUZZZ8)",2012,AUTO,"1,300,000"
AUDI,"TT 2.0 Coupe
(TRUZZZ8)",2013,AUTO,"1,350,000"
AUDI,"TT 2.0 Coupe
(TRUZZZ8)",2014,AUTO,"1,400,000"
AUDI,"TT 2.0 Coupe
(TRUZZZ8)",2015,AUTO,"1,450,000"
AUDI,TT 2.0 Coupe TFSI (MY15),2015,AUTO,"1,900,000"
AUDI,TT 2.0 Coupe TFSI (MY15),2016,AUTO,"2,000,000"
AUDI,TT 2.0 Coupe TFSI (MY15),2017,AUTO,"2,100,000"
AUDI,TTS 2.0 Coupe TFSI Quattro (MY15),2015,AUTO,"2,900,000"
AUDI,TTS 2.0 Coupe TFSI Quattro (MY15),2016,AUTO,"3,000,000"
AUDI,TTS 2.0 Coupe TFSI Quattro (MY15),2017,AUTO,"3,100,000"
AUDI,TT 2.0 Coupe 45 TFSI Quattro S line (MY17),2017,AUTO,"2,100,000"
AUDI,TT 2.0 Coupe 45 TFSI Quattro S line (MY17),2018,AUTO,"2,150,000"
AUDI,TT 2.0 Coupe 45 TFSI Quattro S line (MY17),2019,AUTO,"2,200,000"
AUDI,TTS 2.0 Coupe Quattro (MY17),2017,AUTO,"2,800,000"
AUDI,TTS 2.0 Coupe Quattro (MY17),2018,AUTO,"2,900,000"
AUDI,TT 2.0 Coupe 45 TFSI Quattro S line (MY17) (MNC),2019,AUTO,"2,200,000"
AUDI,TT 2.0 Coupe 45 TFSI Quattro S line (MY17) (MNC),2020,AUTO,"2,250,000"
AUDI,TT 2.0 Coupe 45 TFSI Quattro S line (MY17) (MNC),2021,AUTO,"2,300,000"
AUDI,TTS 2.0 Coupe Quattro (MY17) (MNC),2019,AUTO,"3,200,000"
AUDI,TTS 2.0 Coupe Quattro (MY17) (MNC),2020,AUTO,"3,300,000"
AUDI,TT 2.0 Coupe 45 TFSI Quattro S line (MY21),2021,AUTO,"2,600,000"
AUDI,TT 2.0 Coupe 45 TFSI Quattro S line (MY21),2022,AUTO,"2,700,000"
AUDI,TT 2.0 Roadster 45 TFSI Quattro S line,2019,AUTO,"2,600,000"
AUDI,TT 2.0 Roadster 45 TFSI Quattro S line,2020,AUTO,"2,700,000"
AUDI,TT 2.0 Roadster 45 TFSI Quattro S line,2021,AUTO,"2,800,000"
AUDI,TT 2.0 Roadster 45 TFSI Quattro-TT 20 years,2019,AUTO,"3,000,000"
AUDI,TT 2.0 Roadster 45 TFSI Quattro S line (MY21),2021,AUTO,"2,900,000"
AUDI,TT 2.0 Roadster 45 TFSI Quattro S line (MY21),2022,AUTO,"3,000,000"
AUDI,TT RS 2.5 Coupe Quattro (CBU),2020,AUTO,"4,000,000"
AUDI,TT RS 2.5 Coupe Quattro (CBU),2021,AUTO,"4,100,000"
AUDI,TT RS 2.5 Coupe Quattro (CBU),2022,AUTO,"4,200,000"
AUDI,Q2 1.4 35 TFSI (MY17),2017,AUTO,"1,280,000"
AUDI,Q2 1.4 35 TFSI (MY17),2018,AUTO,"1,340,000"
AUDI,Q2 1.4 35 TFSI (MY17),2019,AUTO,"1,400,000"
AUDI,Q2 1.4 35 TFSI (MY17),2020,AUTO,"1,460,000"
AUDI,Q2 1.4 35 TFSI (MY17),2021,AUTO,"1,520,000"
AUDI,Q2 1.4 35 TFSI (MY21),2021,AUTO,"1,600,000"
AUDI,Q2 1.4 35 TFSI (MY21),2022,AUTO,"1,700,000"
AUDI,Q3 2.0 TFSI Quattro (MY16),2016,AUTO,"1,440,000"
AUDI,Q3 2.0 TFSI Quattro (MY16),2017,AUTO,"1,520,000"
AUDI,Q3 2.0 TDI Quattro (MY16),2016,AUTO,"1,540,000"
AUDI,Q3 2.0 TDI Quattro (MY16),2017,AUTO,"1,620,000"
AUDI,Q3 2.0 35 TFSI Quattro (MY17),2017,AUTO,"1,540,000"
AUDI,Q3 2.0 35 TFSI Quattro (MY17),2018,AUTO,"1,600,000"
AUDI,Q3 2.0 35 TFSI Quattro (MY17),2019,AUTO,"1,660,000"
AUDI,Q3 1.4 35 TFSI (MY19),2019,AUTO,"1,480,000"
AUDI,Q3 1.4 35 TFSI (MY19),2020,AUTO,"1,540,000"
AUDI,Q3 1.4 35 TFSI (MY19),2021,AUTO,"1,600,000"
AUDI,Q3 1.4 35 TFSI S line (MY19),2019,AUTO,"1,640,000"
AUDI,Q3 1.4 35 TFSI S line (MY19),2020,AUTO,"1,700,000"
AUDI,Q3 1.4 35 TFSI S line (MY19),2021,AUTO,"1,760,000"
AUDI,Q3 1.4 35 TFSI S line (MY19),2022,AUTO,"1,820,000"
AUDI,Q3 1.4 35 TFSI Sportback S line (MY19),2019,AUTO,"1,740,000"
AUDI,Q3 1.4 35 TFSI Sportback S line (MY19),2020,AUTO,"1,800,000"
AUDI,Q3 1.4 35 TFSI Sportback S line (MY19),2021,AUTO,"1,860,000"
AUDI,Q3 1.4 35 TFSI Sportback S line (MY19),2022,AUTO,"1,920,000"
AUDI,Q3 2.0 40 TFSI Quattro S Line Black Edition (CBU),2021,AUTO,"2,000,000"
AUDI,Q3 2.0 40 TFSI Quattro S Line Black Edition (CBU),2022,AUTO,"2,100,000"
AUDI,Q3 2.0 40 TFSI Quattro Sportback S Line Black Edition (CBU),2021,AUTO,"2,200,000"
AUDI,Q3 2.0 40 TFSI Quattro Sportback S Line Black Edition (CBU),2022,AUTO,"2,300,000"
AUDI,Q5 2.0 35 TDI Quattro (MY17),2017,AUTO,"2,100,000"
AUDI,Q5 2.0 35 TDI Quattro (MY17),2018,AUTO,"2,200,000"
AUDI,Q5 2.0 35 TDI Quattro (MY17),2019,AUTO,"2,300,000"
AUDI,Q5 2.0 45 TFSI Quattro S line (MY17),2017,AUTO,"2,300,000"
AUDI,Q5 2.0 45 TFSI Quattro S line (MY17),2018,AUTO,"2,400,000"
AUDI,Q5 2.0 45 TFSI Quattro S line (MY17),2019,AUTO,"2,500,000"
AUDI,Q5 2.0 45 TFSI Quattro S line (MY17),2020,AUTO,"2,600,000"
AUDI,Q5 2.0 45 TFSI Quattro S line Black Edition (MY17) (MNC),2021,AUTO,"3,000,000"
AUDI,Q5 2.0 45 TFSI Quattro S line Black Edition (MY17) (MNC),2022,AUTO,"3,100,000"
AUDI,Q7 3.0 TDI Quattro (MY16),2016,AUTO,"2,700,000"
AUDI,Q7 3.0 TDI Quattro (MY16),2017,AUTO,"2,800,000"
AUDI,Q7 2.0 40 TFSI Quattro (MY17),2017,AUTO,"2,500,000"
AUDI,Q7 2.0 40 TFSI Quattro (MY17),2018,AUTO,"2,600,000"
AUDI,Q7 2.0 40 TFSI Quattro (MY17),2019,AUTO,"2,700,000"
AUDI,Q7 3.0 45 TDI Quattro S line (MY17),2017,AUTO,"3,000,000"
AUDI,Q7 3.0 45 TDI Quattro S line (MY17),2018,AUTO,"3,100,000"
AUDI,Q7 3.0 45 TDI Quattro S line (MY17),2019,AUTO,"3,200,000"
AUDI,Q7 3.0 45 TFSI Quattro S line (MY17),2017,AUTO,"3,100,000"
AUDI,Q7 3.0 45 TFSI Quattro S line (MY17),2018,AUTO,"3,200,000"
AUDI,Q7 3.0 45 TFSI Quattro S line (MY17),2019,AUTO,"3,300,000"
AUDI,Q7 3.0 45 TFSI Quattro S line (MY17),2020,AUTO,"3,400,000"
AUDI,Q7 3.0 45 TFSI Quattro S line Black Edition (MY17),2018,AUTO,"3,600,000"
AUDI,Q7 3.0 45 TFSI Quattro S line Black Edition (MY17),2019,AUTO,"3,750,000"
AUDI,Q7 3.0 45 TDI Quattro (MY17) (MNC),2020,AUTO,"3,300,000"
AUDI,Q7 3.0 45 TDI Quattro (MY17) (MNC),2021,AUTO,"3,400,000"
AUDI,Q7 3.0 45 TDI Quattro (MY17) (MNC),2022,AUTO,"3,500,000"
AUDI,Q7 3.0 45 TDI Quattro S line (MY17) (MNC),2020,AUTO,"3,650,000"
AUDI,Q7 3.0 45 TDI Quattro S line (MY17) (MNC),2021,AUTO,"3,800,000"
AUDI,Q7 3.0 45 TDI Quattro S line (MY17) (MNC),2022,AUTO,"3,950,000"
AUDI,Q8 3.0 55 TFSI Quattro S line (CBU) (MY18),2018,AUTO,"4,600,000"
AUDI,Q8 3.0 55 TFSI Quattro S line (CBU) (MY18),2019,AUTO,"4,800,000"
AUDI,Q8 3.0 55 TFSI Quattro S line (CBU) (MY18),2020,AUTO,"5,000,000"
AUDI,Q8 3.0 55 TFSI Quattro S line (CBU) (MY18),2021,AUTO,"5,200,000"
AUDI,Q8 3.0 55 TFSI Quattro S line (CBU) (MY18),2022,AUTO,"5,400,000"
AUDI,RS Q3 2.5 Sportback Quattro (CBU),2021,AUTO,"3,700,000"
AUDI,RS Q3 2.5 Sportback Quattro (CBU),2022,AUTO,"3,800,000"
AUDI,RS Q8 4.0 Quattro (CBU),2020,AUTO,"7,800,000"
AUDI,RS Q8 4.0 Quattro (CBU),2021,AUTO,"8,000,000"
AUDI,RS Q8 4.0 Quattro (CBU),2022,AUTO,"8,200,000"
AUDI,RS4 2.9 Avant Quattro (CBU),2020,AUTO,"4,400,000"
AUDI,RS4 2.9 Avant Quattro (CBU),2021,AUTO,"4,600,000"
AUDI,RS4 2.9 Avant Quattro (CBU),2022,AUTO,"4,800,000"
AUDI,RS5 2.9 Coupe Quattro (CBU),2021,AUTO,"4,700,000"
AUDI,RS5 2.9 Coupe Quattro (CBU),2022,AUTO,"4,900,000"
AUDI,RS6 4.0 Avant Quattro (CBU),2021,AUTO,"7,400,000"
AUDI,RS6 4.0 Avant Quattro (CBU),2022,AUTO,"7,700,000"
AUDI,R8 5.2 Coupe V10 FSI Quattro (MY17),2017,AUTO,"14,000,000"
AUDI,R8 5.2 Coupe V10 FSI Quattro (MY17),2018,AUTO,"14,300,000"
AUDI,R8 5.2 Coupe V10 FSI Quattro (MY17),2019,AUTO,"14,600,000"
AUDI,S3 2.0 Sportback Quattro (CBU),2021,AUTO,"2,850,000"
AUDI,S3 2.0 Sportback Quattro (CBU),2022,AUTO,"3,000,000"
AUDI,E-tron 55 Quattro EV,2019,AUTO,"3,950,000"
AUDI,E-tron 55 Quattro EV,2020,AUTO,"4,150,000"
AUDI,E-tron 55 Quattro EV,2021,AUTO,"4,350,000"
AUDI,E-tron 55 Quattro EV,2022,AUTO,"4,550,000"
AUDI,E-tron 55 Sportback Quattro S line EV,2020,AUTO,"4,300,000"
AUDI,E-tron 55 Sportback Quattro S line EV,2021,AUTO,"4,500,000"
AUDI,E-tron 55 Sportback Quattro S line EV,2022,AUTO,"4,700,000"
AUDI,E-tron GT Quattro EV,2021,AUTO,"5,400,000"
AUDI,E-tron GT Quattro EV,2022,AUTO,"5,650,000"
AUDI,E-tron GT Quattro Performance EV,2021,AUTO,"5,800,000"
AUDI,E-tron GT Quattro Performance EV,2022,AUTO,"6,050,000"
AUDI,RS E-tron GT Quattro EV,2021,AUTO,"8,100,000"
AUDI,RS E-tron GT Quattro EV,2022,AUTO,"8,400,000"
BMW,116i 1.6,2014,AUTO,"720,000"
BMW,116i 1.6,2015,AUTO,"760,000"
BMW,116i 1.6,2016,AUTO,"800,000"
BMW,116i 1.6,2017,AUTO,"840,000"
BMW,116i 1.6 M Sport,2013,AUTO,"720,000"
BMW,116i 1.6 M Sport,2014,AUTO,"760,000"
BMW,116i 1.6 M Sport,2015,AUTO,"800,000"
BMW,116i 1.6 M Sport,2016,AUTO,"840,000"
BMW,116i 1.6 M Sport,2017,AUTO,"880,000"
BMW,118i 1.5 Sport,2015,AUTO,"920,000"
BMW,118i 1.5 Sport,2016,AUTO,"960,000"
BMW,118i 1.5 Sport,2017,AUTO,"1,000,000"
BMW,118i 1.5 Sport,2018,AUTO,"1,040,000"
BMW,118i 1.5 M Sport,2015,AUTO,"940,000"
BMW,118i 1.5 M Sport,2016,AUTO,"980,000"
BMW,118i 1.5 M Sport,2017,AUTO,"1,020,000"
BMW,118i 1.5 M Sport (M Performance Edition) (CBU),2018,AUTO,"1,150,000"
BMW,118i 1.5 M Sport (M Performance Edition) (CBU),2019,AUTO,"1,200,000"
BMW,118i 1.5 M Sport (M Performance Edition) (CBU),2020,AUTO,"1,250,000"
BMW,218i 1.5 Active Tourer M Sport,2015,AUTO,"1,000,000"
BMW,218i 1.5 Active Tourer M Sport,2016,AUTO,"1,040,000"
BMW,218i 1.5 Active Tourer M Sport,2017,AUTO,"1,080,000"
BMW,218i 1.5 Coupe M Sport,2015,AUTO,"1,150,000"
BMW,218i 1.5 Coupe M Sport,2016,AUTO,"1,190,000"
BMW,218i 1.5 Coupe M Sport,2017,AUTO,"1,230,000"
BMW,218i 1.5 Gran Tourer Luxury,2015,AUTO,"1,100,000"
BMW,218i 1.5 Gran Tourer Luxury,2016,AUTO,"1,140,000"
BMW,218i 1.5 Gran Tourer Luxury,2017,AUTO,"1,180,000"
BMW,218i 1.5 Gran Coupe M Sport (CBU),2020,AUTO,"1,880,000"
BMW,220i 2.0 Sport,2014,AUTO,"1,260,000"
BMW,220i 2.0 Sport,2015,AUTO,"1,340,000"
BMW,220i 2.0 Sport,2016,AUTO,"1,420,000"
BMW,220i 2.0 Sport,2017,AUTO,"1,500,000"
BMW,220i 2.0 M Sport,2014,AUTO,"1,360,000"
BMW,220i 2.0 M Sport,2015,AUTO,"1,440,000"
BMW,220i 2.0 M Sport,2016,AUTO,"1,520,000"
BMW,220i 2.0 M Sport,2017,AUTO,"1,600,000"
BMW,220i 2.0 Gran Coupe Sport (CKD),2021,AUTO,"1,750,000"
BMW,220i 2.0 Gran Coupe Sport (CKD),2022,AUTO,"1,830,000"
BMW,220i 2.0 Gran Coupe M Sport (CKD),2020,AUTO,"1,720,000"
BMW,220i 2.0 Gran Coupe M Sport (CKD),2021,AUTO,"1,800,000"
BMW,220i 2.0 Gran Coupe M Sport (CKD),2022,AUTO,"1,880,000"
BMW,"318i 1.9 (E46)
(MMFAY75020JA)",2003,AUTO,"225,000"
BMW,"318i 1.9 (E46)
(MMFAY75020JA)",2004,AUTO,"240,000"
BMW,"318i 1.9 (E46)
(MMFAY75020JA)",2005,AUTO,"255,000"
BMW,"318i 1.9 (E46)
(MMFAY75020JA)",2006,AUTO,"270,000"
BMW,"318i 2.0 SE (E46)
(MMFAY75090JA)",2003,AUTO,"240,000"
BMW,"318i 2.0 SE (E46)
(MMFAY75090JA)",2004,AUTO,"255,000"
BMW,"318i 2.0 SE (E46)
(MMFAY75090JA)",2005,AUTO,"270,000"
BMW,"318i 2.0 SE (E46)
(MMFAY75090JA)",2006,AUTO,"285,000"
BMW,"318i 2.0 (E90)
(MMFVA57020FX)",2006,AUTO,"360,000"
BMW,"318i 2.0 (E90)
(MMFVA57020FX)",2007,AUTO,"400,000"
BMW,"318i 2.0 (E90)
(MMFVA57020FX)",2008,AUTO,"440,000"
BMW,"318i 2.0 (E90)
(MMFVA57020FX)",2009,AUTO,"480,000"
BMW,"318i 2.0 (E90)
(MMFVA57020FX)",2010,AUTO,"520,000"
BMW,"318i 2.0 (E90)
(MMFVA57020FX)",2011,AUTO,"560,000"
BMW,"318i 2.0 (E90)
(MMFVA57020FX)",2012,AUTO,"600,000"
BMW,"318i 2.0 (E90)
(MMFVA57020FX)",2013,AUTO,"640,000"
BMW,"318i 2.0 SE (E90)
( MMFVA57020FX)",2008,AUTO,"430,000"
BMW,"318i 2.0 SE (E90)
( MMFVA57020FX)",2009,AUTO,"460,000"
BMW,"318i 2.0 SE (E90)
( MMFVA57020FX)",2010,AUTO,"490,000"
BMW,"318i 2.0 SE (E90)
( MMFVA57020FX)",2011,AUTO,"520,000"
